Localidade;Ano;PopulacaoEstimada0-4;PopulacaoEstimada5-9;PopulacaoEstimada10-14;PopulacaoEstimada15-19;PopulacaoEstimada20-29;PopulacaoEstimada30-39;PopulacaoEstimada40-49;PopulacaoEstimada50-59;PopulacaoEstimada60-69;PopulacaoEstimada70-79;PopulacaoEstimada80
São João d'Aliança;1992;;;;;;;;;;;
São João d'Aliança;1993;;;;;;;;;;;
São João d'Aliança;1994;;;;;;;;;;;
São João d'Aliança;1995;;;;;;;;;;;
São João d'Aliança;1997;;;;;;;;;;;
São João d'Aliança;1998;;;;;;;;;;;
São João d'Aliança;1999;;;;;;;;;;;
São João d'Aliança;2001;831;835;816;764;1151;967;682;516;322;159;70
São João d'Aliança;2002;826;831;812;760;1145;963;678;512;321;158;69
São João d'Aliança;2003;845;850;829;777;1170;984;694;524;328;161;71
São João d'Aliança;2004;863;867;849;795;1196;1006;709;536;335;165;72
São João d'Aliança;2005;906;910;889;833;1254;1054;743;561;351;173;76
São João d'Aliança;2006;927;932;911;853;1284;1079;761;575;360;177;78
São João d'Aliança;2008;926;865;809;799;1535;1191;996;661;489;259;112
São João d'Aliança;2009;915;880;801;797;1574;1229;1028;691;510;275;121
São João d'Aliança;2011;;;;;;;;;;;
São João d'Aliança;2012;;;;;;;;;;;
São João d'Aliança;2013;;;;;;;;;;;
São João d'Aliança;2014;;;;;;;;;;;
São João d'Aliança;2015;;;;;;;;;;;
São João d'Aliança;2016;;;;;;;;;;;
São João d'Aliança;2017;;;;;;;;;;;
São João d'Aliança;2018;;;;;;;;;;;
São João d'Aliança;2019;;;;;;;;;;;
São João da Paraúna;1992;;;;;;;;;;;
São João da Paraúna;1993;;;;;;;;;;;
São João da Paraúna;1994;;;;;;;;;;;
São João da Paraúna;1995;;;;;;;;;;;
São João da Paraúna;1997;;;;;;;;;;;
São João da Paraúna;1998;;;;;;;;;;;
São João da Paraúna;1999;;;;;;;;;;;
São João da Paraúna;2001;176;162;186;197;329;356;250;162;135;59;25
São João da Paraúna;2002;180;165;191;202;331;358;252;162;135;60;25
São João da Paraúna;2003;180;167;191;202;333;360;254;164;136;60;26
São João da Paraúna;2004;181;167;191;202;335;362;255;165;137;61;26
São João da Paraúna;2005;184;170;195;206;341;368;259;167;139;62;26
São João da Paraúna;2006;186;171;196;207;344;371;261;169;140;62;26
São João da Paraúna;2008;126;143;127;124;286;246;252;173;114;83;32
São João da Paraúna;2009;119;138;127;113;277;239;252;172;115;84;33
São João da Paraúna;2011;;;;;;;;;;;
São João da Paraúna;2012;;;;;;;;;;;
São João da Paraúna;2013;;;;;;;;;;;
São João da Paraúna;2014;;;;;;;;;;;
São João da Paraúna;2015;;;;;;;;;;;
São João da Paraúna;2016;;;;;;;;;;;
São João da Paraúna;2017;;;;;;;;;;;
São João da Paraúna;2018;;;;;;;;;;;
São João da Paraúna;2019;;;;;;;;;;;
São Luis de Montes Belos;1992;;;;;;;;;;;
São Luis de Montes Belos;1993;;;;;;;;;;;
São Luis de Montes Belos;1994;;;;;;;;;;;
São Luis de Montes Belos;1995;;;;;;;;;;;
São Luis de Montes Belos;1997;;;;;;;;;;;
São Luis de Montes Belos;1998;;;;;;;;;;;
São Luis de Montes Belos;1999;;;;;;;;;;;
São Luis de Montes Belos;2001;2162;2416;2488;2512;4551;4417;3171;2224;1536;766;280
São Luis de Montes Belos;2002;2173;2428;2500;2524;4576;4441;3188;2237;1544;770;282
São Luis de Montes Belos;2003;2185;2441;2513;2537;4598;4463;3204;2248;1552;774;283
São Luis de Montes Belos;2004;2195;2452;2526;2550;4620;4484;3219;2259;1560;778;285
São Luis de Montes Belos;2005;2218;2479;2553;2578;4671;4535;3254;2284;1577;786;288
São Luis de Montes Belos;2006;2232;2494;2568;2592;4698;4559;3272;2297;1586;791;290
São Luis de Montes Belos;2008;1918;2059;2206;2297;4672;4309;4045;2742;1882;1097;457
São Luis de Montes Belos;2009;1860;2054;2143;2276;4642;4317;4128;2817;1932;1140;485
São Luis de Montes Belos;2011;;;;;;;;;;;
São Luis de Montes Belos;2012;;;;;;;;;;;
São Luis de Montes Belos;2013;;;;;;;;;;;
São Luis de Montes Belos;2014;;;;;;;;;;;
São Luis de Montes Belos;2015;;;;;;;;;;;
São Luis de Montes Belos;2016;;;;;;;;;;;
São Luis de Montes Belos;2017;;;;;;;;;;;
São Luis de Montes Belos;2018;;;;;;;;;;;
São Luis de Montes Belos;2019;;;;;;;;;;;
São Luiz do Norte;1992;;;;;;;;;;;
São Luiz do Norte;1993;;;;;;;;;;;
São Luiz do Norte;1994;;;;;;;;;;;
São Luiz do Norte;1995;;;;;;;;;;;
São Luiz do Norte;1997;;;;;;;;;;;
São Luiz do Norte;1998;;;;;;;;;;;
São Luiz do Norte;1999;;;;;;;;;;;
São Luiz do Norte;2001;373;383;414;471;763;611;456;296;198;105;27
São Luiz do Norte;2002;374;383;416;476;764;613;456;297;200;105;27
São Luiz do Norte;2003;378;388;419;476;767;615;458;298;200;106;27
São Luiz do Norte;2004;378;388;419;476;769;615;459;298;200;106;27
São Luiz do Norte;2005;379;388;421;481;773;619;462;300;202;107;27
São Luiz do Norte;2006;380;392;423;481;776;621;463;301;202;107;28
São Luiz do Norte;2008;351;364;344;350;827;695;596;433;254;152;60
São Luiz do Norte;2009;338;364;340;344;808;716;608;448;269;156;66
São Luiz do Norte;2011;;;;;;;;;;;
São Luiz do Norte;2012;;;;;;;;;;;
São Luiz do Norte;2013;;;;;;;;;;;
São Luiz do Norte;2014;;;;;;;;;;;
São Luiz do Norte;2015;;;;;;;;;;;
São Luiz do Norte;2016;;;;;;;;;;;
São Luiz do Norte;2017;;;;;;;;;;;
São Luiz do Norte;2018;;;;;;;;;;;
São Luiz do Norte;2019;;;;;;;;;;;
São Miguel do Araguaia;1992;;;;;;;;;;;
São Miguel do Araguaia;1993;;;;;;;;;;;
São Miguel do Araguaia;1994;;;;;;;;;;;
São Miguel do Araguaia;1995;;;;;;;;;;;
São Miguel do Araguaia;1997;;;;;;;;;;;
São Miguel do Araguaia;1998;;;;;;;;;;;
São Miguel do Araguaia;1999;;;;;;;;;;;
São Miguel do Araguaia;2001;2201;2249;2443;2455;4261;3607;2510;1724;1067;492;186
São Miguel do Araguaia;2002;2234;2285;2482;2493;4327;3663;2549;1751;1083;500;189
São Miguel do Araguaia;2003;2268;2320;2519;2531;4392;3717;2588;1777;1099;507;192
São Miguel do Araguaia;2004;2300;2354;2555;2570;4457;3773;2626;1803;1115;514;195
São Miguel do Araguaia;2005;2378;2431;2640;2653;4604;3897;2713;1863;1153;531;201
São Miguel do Araguaia;2006;2416;2471;2682;2697;4679;3961;2757;1893;1171;539;205
São Miguel do Araguaia;2008;1958;2093;1989;2025;4130;3720;2974;2001;1295;673;270
São Miguel do Araguaia;2009;1887;2096;1969;1971;4112;3706;3053;2032;1337;702;281
São Miguel do Araguaia;2011;;;;;;;;;;;
São Miguel do Araguaia;2012;;;;;;;;;;;
São Miguel do Araguaia;2013;;;;;;;;;;;
São Miguel do Araguaia;2014;;;;;;;;;;;
São Miguel do Araguaia;2015;;;;;;;;;;;
São Miguel do Araguaia;2016;;;;;;;;;;;
São Miguel do Araguaia;2017;;;;;;;;;;;
São Miguel do Araguaia;2018;;;;;;;;;;;
São Miguel do Araguaia;2019;;;;;;;;;;;
São Miguel do Passa Quatro;1992;;;;;;;;;;;
São Miguel do Passa Quatro;1993;;;;;;;;;;;
São Miguel do Passa Quatro;1994;;;;;;;;;;;
São Miguel do Passa Quatro;1995;;;;;;;;;;;
São Miguel do Passa Quatro;1997;;;;;;;;;;;
São Miguel do Passa Quatro;1998;;;;;;;;;;;
São Miguel do Passa Quatro;1999;;;;;;;;;;;
São Miguel do Passa Quatro;2001;311;319;362;366;666;564;425;281;160;71;30
São Miguel do Passa Quatro;2002;317;327;368;374;678;574;433;286;162;72;30
São Miguel do Passa Quatro;2003;323;333;374;381;690;585;440;291;165;74;31
São Miguel do Passa Quatro;2004;330;338;381;386;702;595;448;296;168;74;31
São Miguel do Passa Quatro;2005;342;351;396;401;729;618;465;307;175;77;32
São Miguel do Passa Quatro;2006;348;357;403;410;743;630;475;314;178;79;33
São Miguel do Passa Quatro;2008;291;305;293;318;688;660;547;363;211;107;41
São Miguel do Passa Quatro;2009;283;308;293;310;693;666;558;379;221;109;45
São Miguel do Passa Quatro;2011;;;;;;;;;;;
São Miguel do Passa Quatro;2012;;;;;;;;;;;
São Miguel do Passa Quatro;2013;;;;;;;;;;;
São Miguel do Passa Quatro;2014;;;;;;;;;;;
São Miguel do Passa Quatro;2015;;;;;;;;;;;
São Miguel do Passa Quatro;2016;;;;;;;;;;;
São Miguel do Passa Quatro;2017;;;;;;;;;;;
São Miguel do Passa Quatro;2018;;;;;;;;;;;
São Miguel do Passa Quatro;2019;;;;;;;;;;;
São Patrício;1992;;;;;;;;;;;
São Patrício;1993;;;;;;;;;;;
São Patrício;1994;;;;;;;;;;;
São Patrício;1995;;;;;;;;;;;
São Patrício;1997;;;;;;;;;;;
São Patrício;1998;;;;;;;;;;;
São Patrício;1999;;;;;;;;;;;
São Patrício;2001;153;159;176;172;317;310;204;174;99;49;22
São Patrício;2002;153;159;176;172;317;310;204;174;99;49;22
São Patrício;2003;153;159;176;172;317;310;204;174;99;49;22
São Patrício;2004;153;159;176;172;319;311;204;174;99;49;22
São Patrício;2005;153;159;176;172;319;312;205;175;99;49;22
São Patrício;2006;153;159;176;172;319;312;206;176;99;49;22
São Patrício;2008;152;162;161;164;344;332;329;207;166;76;36
São Patrício;2009;149;158;155;160;340;333;339;219;168;80;37
São Patrício;2011;;;;;;;;;;;
São Patrício;2012;;;;;;;;;;;
São Patrício;2013;;;;;;;;;;;
São Patrício;2014;;;;;;;;;;;
São Patrício;2015;;;;;;;;;;;
São Patrício;2016;;;;;;;;;;;
São Patrício;2017;;;;;;;;;;;
São Patrício;2018;;;;;;;;;;;
São Patrício;2019;;;;;;;;;;;
São Simão;1992;;;;;;;;;;;
São Simão;1993;;;;;;;;;;;
São Simão;1994;;;;;;;;;;;
São Simão;1995;;;;;;;;;;;
São Simão;1997;;;;;;;;;;;
São Simão;1998;;;;;;;;;;;
São Simão;1999;;;;;;;;;;;
São Simão;2001;1191;1349;1211;1275;2447;2153;1627;1108;830;459;160
São Simão;2002;1214;1374;1233;1299;2492;2194;1657;1130;845;469;163
São Simão;2003;1234;1399;1254;1321;2536;2231;1685;1149;860;476;166
São Simão;2004;1255;1422;1275;1342;2578;2268;1714;1168;874;484;169
São Simão;2005;1301;1474;1324;1394;2673;2353;1777;1211;906;502;175
São Simão;2006;1325;1502;1347;1419;2723;2396;1810;1233;923;511;178
São Simão;2008;1039;1112;1203;1185;2309;2369;1951;1360;928;586;266
São Simão;2009;1005;1113;1158;1207;2284;2384;1991;1403;945;604;282
São Simão;2011;;;;;;;;;;;
São Simão;2012;;;;;;;;;;;
São Simão;2013;;;;;;;;;;;
São Simão;2014;;;;;;;;;;;
São Simão;2015;;;;;;;;;;;
São Simão;2016;;;;;;;;;;;
São Simão;2017;;;;;;;;;;;
São Simão;2018;;;;;;;;;;;
São Simão;2019;;;;;;;;;;;
Senador Canedo;1992;;;;;;;;;;;
Senador Canedo;1993;;;;;;;;;;;
Senador Canedo;1994;;;;;;;;;;;
Senador Canedo;1995;;;;;;;;;;;
Senador Canedo;1997;;;;;;;;;;;
Senador Canedo;1998;;;;;;;;;;;
Senador Canedo;1999;;;;;;;;;;;
Senador Canedo;2001;6586;6370;6276;6010;11036;9435;5478;2845;1657;701;222
Senador Canedo;2002;6892;6667;6569;6289;11550;9874;5732;2977;1735;733;232
Senador Canedo;2003;7223;6986;6885;6591;12105;10349;6008;3120;1819;768;243
Senador Canedo;2004;7554;7308;7202;6893;12659;10823;6284;3263;1902;804;254
Senador Canedo;2005;8304;8034;7917;7580;13918;11899;6908;3587;2091;883;280
Senador Canedo;2006;8687;8403;8280;7928;14559;12447;7226;3753;2187;924;293
Senador Canedo;2008;7581;7247;7049;7327;15059;12850;9519;4841;2281;1152;391
Senador Canedo;2009;7577;7405;7097;7402;15453;13364;10015;5171;2407;1204;419
Senador Canedo;2011;;;;;;;;;;;
Senador Canedo;2012;;;;;;;;;;;
Senador Canedo;2013;;;;;;;;;;;
Senador Canedo;2014;;;;;;;;;;;
Senador Canedo;2015;;;;;;;;;;;
Senador Canedo;2016;;;;;;;;;;;
Senador Canedo;2017;;;;;;;;;;;
Senador Canedo;2018;;;;;;;;;;;
Senador Canedo;2019;;;;;;;;;;;
Serranópolis;1992;;;;;;;;;;;
Serranópolis;1993;;;;;;;;;;;
Serranópolis;1994;;;;;;;;;;;
Serranópolis;1995;;;;;;;;;;;
Serranópolis;1997;;;;;;;;;;;
Serranópolis;1998;;;;;;;;;;;
Serranópolis;1999;;;;;;;;;;;
Serranópolis;2001;609;601;568;580;1127;982;671;552;337;176;74
Serranópolis;2002;597;587;557;569;1104;962;658;541;331;173;73
Serranópolis;2003;583;575;544;556;1079;941;644;529;324;169;71
Serranópolis;2004;569;561;532;543;1055;920;629;517;316;165;69
Serranópolis;2005;539;532;503;514;999;871;595;490;300;156;66
Serranópolis;2006;524;517;489;499;970;846;578;476;291;152;64
Serranópolis;2008;602;604;611;614;1251;1207;999;735;625;299;145
Serranópolis;2009;591;605;604;623;1253;1208;1049;762;642;326;156
Serranópolis;2011;;;;;;;;;;;
Serranópolis;2012;;;;;;;;;;;
Serranópolis;2013;;;;;;;;;;;
Serranópolis;2014;;;;;;;;;;;
Serranópolis;2015;;;;;;;;;;;
Serranópolis;2016;;;;;;;;;;;
Serranópolis;2017;;;;;;;;;;;
Serranópolis;2018;;;;;;;;;;;
Serranópolis;2019;;;;;;;;;;;
Silvânia;1992;;;;;;;;;;;
Silvânia;1993;;;;;;;;;;;
Silvânia;1994;;;;;;;;;;;
Silvânia;1995;;;;;;;;;;;
Silvânia;1997;;;;;;;;;;;
Silvânia;1998;;;;;;;;;;;
Silvânia;1999;;;;;;;;;;;
Silvânia;2001;1742;1586;1697;1735;3477;2754;2018;1432;935;433;176
Silvânia;2002;1761;1602;1716;1751;3512;2783;2040;1447;946;438;178
Silvânia;2003;1780;1621;1734;1771;3552;2814;2061;1463;956;443;180
Silvânia;2004;1800;1636;1753;1790;3590;2843;2083;1478;966;448;182
Silvânia;2005;1843;1678;1795;1833;3676;2913;2134;1515;989;459;187
Silvânia;2006;1865;1698;1817;1855;3721;2948;2160;1533;1001;464;189
Silvânia;2008;1583;1712;1533;1479;3281;3164;2474;1777;1162;618;255
Silvânia;2009;1527;1707;1560;1450;3211;3220;2551;1832;1185;647;266
Silvânia;2011;;;;;;;;;;;
Silvânia;2012;;;;;;;;;;;
Silvânia;2013;;;;;;;;;;;
Silvânia;2014;;;;;;;;;;;
Silvânia;2015;;;;;;;;;;;
Silvânia;2016;;;;;;;;;;;
Silvânia;2017;;;;;;;;;;;
Silvânia;2018;;;;;;;;;;;
Silvânia;2019;;;;;;;;;;;
Simolândia;1992;;;;;;;;;;;
Simolândia;1993;;;;;;;;;;;
Simolândia;1994;;;;;;;;;;;
Simolândia;1995;;;;;;;;;;;
Simolândia;1997;;;;;;;;;;;
Simolândia;1998;;;;;;;;;;;
Simolândia;1999;;;;;;;;;;;
Simolândia;2001;670;683;863;807;1065;797;599;385;257;129;41
Simolândia;2002;675;688;871;814;1074;805;605;389;259;130;42
Simolândia;2003;682;695;880;823;1085;813;611;392;262;132;42
Simolândia;2004;690;702;889;830;1096;821;617;396;264;132;43
Simolândia;2005;704;717;909;849;1120;839;630;405;271;135;44
Simolândia;2006;711;726;919;858;1133;848;637;409;273;137;44
Simolândia;2008;774;770;654;695;1392;980;808;551;341;189;79
Simolândia;2009;763;796;660;653;1411;1002;826;577;356;202;84
Simolândia;2011;;;;;;;;;;;
Simolândia;2012;;;;;;;;;;;
Simolândia;2013;;;;;;;;;;;
Simolândia;2014;;;;;;;;;;;
Simolândia;2015;;;;;;;;;;;
Simolândia;2016;;;;;;;;;;;
Simolândia;2017;;;;;;;;;;;
Simolândia;2018;;;;;;;;;;;
Simolândia;2019;;;;;;;;;;;
Sítio d'Abadia;1992;;;;;;;;;;;
Sítio d'Abadia;1993;;;;;;;;;;;
Sítio d'Abadia;1994;;;;;;;;;;;
Sítio d'Abadia;1995;;;;;;;;;;;
Sítio d'Abadia;1997;;;;;;;;;;;
Sítio d'Abadia;1998;;;;;;;;;;;
Sítio d'Abadia;1999;;;;;;;;;;;
Sítio d'Abadia;2001;264;306;378;365;388;340;285;153;121;52;25
Sítio d'Abadia;2002;264;306;378;365;388;340;283;153;121;52;25
Sítio d'Abadia;2003;264;305;373;360;387;340;283;151;120;52;25
Sítio d'Abadia;2004;261;301;373;360;386;338;282;151;119;52;25
Sítio d'Abadia;2005;259;301;373;360;384;336;281;151;119;51;25
Sítio d'Abadia;2006;259;301;371;360;383;336;280;150;119;51;25
Sítio d'Abadia;2008;336;327;306;342;700;415;420;305;147;98;40
Sítio d'Abadia;2009;329;335;302;329;727;430;429;327;150;106;41
Sítio d'Abadia;2011;;;;;;;;;;;
Sítio d'Abadia;2012;;;;;;;;;;;
Sítio d'Abadia;2013;;;;;;;;;;;
Sítio d'Abadia;2014;;;;;;;;;;;
Sítio d'Abadia;2015;;;;;;;;;;;
Sítio d'Abadia;2016;;;;;;;;;;;
Sítio d'Abadia;2017;;;;;;;;;;;
Sítio d'Abadia;2018;;;;;;;;;;;
Sítio d'Abadia;2019;;;;;;;;;;;
Taquaral de Goiás;1992;;;;;;;;;;;
Taquaral de Goiás;1993;;;;;;;;;;;
Taquaral de Goiás;1994;;;;;;;;;;;
Taquaral de Goiás;1995;;;;;;;;;;;
Taquaral de Goiás;1997;;;;;;;;;;;
Taquaral de Goiás;1998;;;;;;;;;;;
Taquaral de Goiás;1999;;;;;;;;;;;
Taquaral de Goiás;2001;252;323;330;310;504;583;468;324;215;121;61
Taquaral de Goiás;2002;251;323;330;309;502;582;468;324;215;121;61
Taquaral de Goiás;2003;248;317;326;305;495;574;461;319;212;119;60
Taquaral de Goiás;2004;244;314;321;302;489;566;455;315;209;118;60
Taquaral de Goiás;2005;236;305;312;292;473;549;440;305;202;113;58
Taquaral de Goiás;2006;233;299;307;287;466;539;433;300;199;112;57
Taquaral de Goiás;2008;204;207;248;280;523;496;550;431;287;172;86
Taquaral de Goiás;2009;193;206;228;271;526;476;556;442;303;176;91
Taquaral de Goiás;2011;;;;;;;;;;;
Taquaral de Goiás;2012;;;;;;;;;;;
Taquaral de Goiás;2013;;;;;;;;;;;
Taquaral de Goiás;2014;;;;;;;;;;;
Taquaral de Goiás;2015;;;;;;;;;;;
Taquaral de Goiás;2016;;;;;;;;;;;
Taquaral de Goiás;2017;;;;;;;;;;;
Taquaral de Goiás;2018;;;;;;;;;;;
Taquaral de Goiás;2019;;;;;;;;;;;
Teresina de Goiás;1992;;;;;;;;;;;
Teresina de Goiás;1993;;;;;;;;;;;
Teresina de Goiás;1994;;;;;;;;;;;
Teresina de Goiás;1995;;;;;;;;;;;
Teresina de Goiás;1997;;;;;;;;;;;
Teresina de Goiás;1998;;;;;;;;;;;
Teresina de Goiás;1999;;;;;;;;;;;
Teresina de Goiás;2001;342;333;394;327;425;297;225;162;150;57;29
Teresina de Goiás;2002;354;345;409;339;441;308;233;168;155;59;30
Teresina de Goiás;2003;369;360;424;353;459;322;242;175;162;61;31
Teresina de Goiás;2004;382;374;443;367;477;335;252;182;167;65;32
Teresina de Goiás;2005;417;406;481;399;518;364;274;198;183;70;35
Teresina de Goiás;2006;434;423;501;415;540;378;286;206;190;72;36
Teresina de Goiás;2008;380;359;299;300;529;315;237;191;139;101;37
Teresina de Goiás;2009;376;370;301;286;541;323;241;196;140;107;39
Teresina de Goiás;2011;;;;;;;;;;;
Teresina de Goiás;2012;;;;;;;;;;;
Teresina de Goiás;2013;;;;;;;;;;;
Teresina de Goiás;2014;;;;;;;;;;;
Teresina de Goiás;2015;;;;;;;;;;;
Teresina de Goiás;2016;;;;;;;;;;;
Teresina de Goiás;2017;;;;;;;;;;;
Teresina de Goiás;2018;;;;;;;;;;;
Teresina de Goiás;2019;;;;;;;;;;;
Terezópolis de Goiás;1992;;;;;;;;;;;
Terezópolis de Goiás;1993;;;;;;;;;;;
Terezópolis de Goiás;1994;;;;;;;;;;;
Terezópolis de Goiás;1995;;;;;;;;;;;
Terezópolis de Goiás;1997;;;;;;;;;;;
Terezópolis de Goiás;1998;;;;;;;;;;;
Terezópolis de Goiás;1999;;;;;;;;;;;
Terezópolis de Goiás;2001;575;536;540;565;1046;797;473;368;219;113;38
Terezópolis de Goiás;2002;591;551;555;581;1076;820;486;379;225;117;39
Terezópolis de Goiás;2003;610;567;571;598;1107;844;501;390;232;120;41
Terezópolis de Goiás;2004;626;583;586;615;1138;867;514;400;238;123;42
Terezópolis de Goiás;2005;664;619;623;653;1208;921;546;425;253;131;44
Terezópolis de Goiás;2006;685;638;641;672;1244;948;562;437;261;134;46
Terezópolis de Goiás;2008;578;614;553;521;1073;949;703;421;278;127;58
Terezópolis de Goiás;2009;564;619;565;519;1061;971;739;434;278;137;62
Terezópolis de Goiás;2011;;;;;;;;;;;
Terezópolis de Goiás;2012;;;;;;;;;;;
Terezópolis de Goiás;2013;;;;;;;;;;;
Terezópolis de Goiás;2014;;;;;;;;;;;
Terezópolis de Goiás;2015;;;;;;;;;;;
Terezópolis de Goiás;2016;;;;;;;;;;;
Terezópolis de Goiás;2017;;;;;;;;;;;
Terezópolis de Goiás;2018;;;;;;;;;;;
Terezópolis de Goiás;2019;;;;;;;;;;;
Três Ranchos;1992;;;;;;;;;;;
Três Ranchos;1993;;;;;;;;;;;
Três Ranchos;1994;;;;;;;;;;;
Três Ranchos;1995;;;;;;;;;;;
Três Ranchos;1997;;;;;;;;;;;
Três Ranchos;1998;;;;;;;;;;;
Três Ranchos;1999;;;;;;;;;;;
Três Ranchos;2001;235;282;264;248;494;463;356;269;175;78;28
Três Ranchos;2002;240;289;270;253;504;473;363;274;178;79;28
Três Ranchos;2003;243;294;275;260;514;481;369;279;182;81;29
Três Ranchos;2004;249;300;280;264;524;490;377;285;185;82;29
Três Ranchos;2005;260;312;292;272;545;510;392;296;192;86;30
Três Ranchos;2006;265;318;298;278;557;521;400;302;197;87;31
Três Ranchos;2008;206;206;241;261;474;478;436;319;192;105;39
Três Ranchos;2009;199;208;227;261;474;474;449;327;195;108;41
Três Ranchos;2011;;;;;;;;;;;
Três Ranchos;2012;;;;;;;;;;;
Três Ranchos;2013;;;;;;;;;;;
Três Ranchos;2014;;;;;;;;;;;
Três Ranchos;2015;;;;;;;;;;;
Três Ranchos;2016;;;;;;;;;;;
Três Ranchos;2017;;;;;;;;;;;
Três Ranchos;2018;;;;;;;;;;;
Três Ranchos;2019;;;;;;;;;;;
Trindade;1992;;;;;;;;;;;
Trindade;1993;;;;;;;;;;;
Trindade;1994;;;;;;;;;;;
Trindade;1995;;;;;;;;;;;
Trindade;1997;;;;;;;;;;;
Trindade;1998;;;;;;;;;;;
Trindade;1999;;;;;;;;;;;
Trindade;2001;8571;8492;8558;8903;16681;13614;9262;5486;3497;1563;621
Trindade;2002;8790;8710;8776;9131;17107;13963;9499;5627;3587;1602;636
Trindade;2003;9068;8986;9054;9419;17649;14405;9799;5804;3701;1653;657
Trindade;2004;9347;9261;9331;9708;18190;14846;10100;5982;3814;1704;677
Trindade;2005;9977;9886;9963;10364;19418;15848;10782;6386;4071;1819;722
Trindade;2006;10298;10204;10282;10697;20042;16358;11128;6591;4202;1878;746
Trindade;2008;9170;9608;9294;9315;19591;17441;13025;7999;4229;2311;887
Trindade;2009;9031;9780;9385;9422;19752;18004;13489;8391;4398;2395;929
Trindade;2011;;;;;;;;;;;
Trindade;2012;;;;;;;;;;;
Trindade;2013;;;;;;;;;;;
Trindade;2014;;;;;;;;;;;
Trindade;2015;;;;;;;;;;;
Trindade;2016;;;;;;;;;;;
Trindade;2017;;;;;;;;;;;
Trindade;2018;;;;;;;;;;;
Trindade;2019;;;;;;;;;;;
Trombas;1992;;;;;;;;;;;
Trombas;1993;;;;;;;;;;;
Trombas;1994;;;;;;;;;;;
Trombas;1995;;;;;;;;;;;
Trombas;1997;;;;;;;;;;;
Trombas;1998;;;;;;;;;;;
Trombas;1999;;;;;;;;;;;
Trombas;2001;320;318;331;369;576;489;343;266;209;94;36
Trombas;2002;317;315;327;366;569;483;338;262;206;93;36
Trombas;2003;311;308;321;358;558;474;332;257;202;91;35
Trombas;2004;304;303;316;352;549;466;326;253;199;89;34
Trombas;2005;293;290;304;339;526;446;313;242;191;86;33
Trombas;2006;286;284;297;329;514;437;306;237;187;83;32
Trombas;2008;297;321;298;282;621;530;492;349;254;159;60
Trombas;2009;289;319;297;278;609;543;507;355;254;166;65
Trombas;2011;;;;;;;;;;;
Trombas;2012;;;;;;;;;;;
Trombas;2013;;;;;;;;;;;
Trombas;2014;;;;;;;;;;;
Trombas;2015;;;;;;;;;;;
Trombas;2016;;;;;;;;;;;
Trombas;2017;;;;;;;;;;;
Trombas;2018;;;;;;;;;;;
Trombas;2019;;;;;;;;;;;
Turvânia;1992;;;;;;;;;;;
Turvânia;1993;;;;;;;;;;;
Turvânia;1994;;;;;;;;;;;
Turvânia;1995;;;;;;;;;;;
Turvânia;1997;;;;;;;;;;;
Turvânia;1998;;;;;;;;;;;
Turvânia;1999;;;;;;;;;;;
Turvânia;2001;398;473;478;428;895;782;656;432;327;164;56
Turvânia;2002;398;473;478;428;893;780;654;432;325;163;55
Turvânia;2003;398;472;477;428;889;777;651;430;324;162;55
Turvânia;2004;395;468;473;423;884;772;648;428;322;162;55
Turvânia;2005;390;463;468;419;875;764;641;422;319;160;54
Turvânia;2006;389;461;466;417;869;759;637;420;318;159;54
Turvânia;2008;348;362;398;434;803;821;696;561;355;224;91
Turvânia;2009;335;362;376;425;792;820;707;581;357;231;97
Turvânia;2011;;;;;;;;;;;
Turvânia;2012;;;;;;;;;;;
Turvânia;2013;;;;;;;;;;;
Turvânia;2014;;;;;;;;;;;
Turvânia;2015;;;;;;;;;;;
Turvânia;2016;;;;;;;;;;;
Turvânia;2017;;;;;;;;;;;
Turvânia;2018;;;;;;;;;;;
Turvânia;2019;;;;;;;;;;;
Turvelândia;1992;;;;;;;;;;;
Turvelândia;1993;;;;;;;;;;;
Turvelândia;1994;;;;;;;;;;;
Turvelândia;1995;;;;;;;;;;;
Turvelândia;1997;;;;;;;;;;;
Turvelândia;1998;;;;;;;;;;;
Turvelândia;1999;;;;;;;;;;;
Turvelândia;2001;372;371;409;379;661;603;414;234;138;65;15
Turvelândia;2002;382;381;419;389;678;619;425;240;142;66;15
Turvelândia;2003;392;391;432;400;697;637;437;246;145;68;15
Turvelândia;2004;404;402;443;412;716;653;449;253;150;70;16
Turvelândia;2005;428;426;469;436;759;693;477;268;159;74;17
Turvelândia;2006;440;439;484;448;781;713;490;276;163;76;17
Turvelândia;2008;367;371;353;379;777;648;549;308;160;79;29
Turvelândia;2009;359;373;353;371;793;664;555;328;160;80;30
Turvelândia;2011;;;;;;;;;;;
Turvelândia;2012;;;;;;;;;;;
Turvelândia;2013;;;;;;;;;;;
Turvelândia;2014;;;;;;;;;;;
Turvelândia;2015;;;;;;;;;;;
Turvelândia;2016;;;;;;;;;;;
Turvelândia;2017;;;;;;;;;;;
Turvelândia;2018;;;;;;;;;;;
Turvelândia;2019;;;;;;;;;;;
Uirapuru;1992;;;;;;;;;;;
Uirapuru;1993;;;;;;;;;;;
Uirapuru;1994;;;;;;;;;;;
Uirapuru;1995;;;;;;;;;;;
Uirapuru;1997;;;;;;;;;;;
Uirapuru;1998;;;;;;;;;;;
Uirapuru;1999;;;;;;;;;;;
