Localidade	Ano	Cursos Presenciais/Federal	Cursos Presenciais/Estadual	Cursos Presenciais/Municipal	Cursos Presenciais/Particular	Cursos Presenciais/Comunitária, Confessional ou Filantrópica	Educação Profissional/Estadual	Educação Profissional/Federal	Educação Profissional/Municipal	Educação Profissional/Particular	Ensino Médio/Estadual	Ensino Médio/Federal	Ensino Médio/Municipal	Ensino Médio/Particular	EJA/Municipal	EJA/Estadual	EJA/Federal	EJA/Particular
Novo Gama	2012										2674			165	1009	370		
Novo Gama	2013									702	3037			256	1019	449		
Novo Gama	2014									612	2862			217	1180	519		
Novo Gama	2015									411	2699			165	725	411		
Novo Gama	2016									554	2710			166	887	416		
Novo Gama	2017										2376			168	627	453		34
Novo Gama	2018						0	0	0	272	2500	0	0	193	865	835	0	0
Novo Planalto	2002										206					114		
Novo Planalto	2003										249					70		
Novo Planalto	2004										249					52		
Novo Planalto	2005										247				17	56		
Novo Planalto	2006										233							
Novo Planalto	2007										214							
Novo Planalto	2008										182							
Novo Planalto	2009										165							
Novo Planalto	2010						 	 	 	 	155	 	 	 	 	 	 	 
Novo Planalto	2011										168							
Novo Planalto	2012										174							
Novo Planalto	2013										198							
Novo Planalto	2014										192							
Novo Planalto	2015										173							
Novo Planalto	2016										147							
Novo Planalto	2017										117							
Novo Planalto	2018						0	0	0	0	116	0	0	0	0	0	0	0
Orizona	2002										574		41		452			
Orizona	2003										386		276	86	203	268		
Orizona	2004									84	340		325	89	136	149		
Orizona	2005										313		269	99	51	88		
Orizona	2006		38							95	310		251	120	40	155		
Orizona	2007		37							75	607			101	47	69		
Orizona	2008		36							61	533			61	33	55		
Orizona	2009									69	555				29	38		
Orizona	2010						 	 	 	66	567	 	 	 	54	60	 	 
Orizona	2011									81	504				37	28		
Orizona	2012										472				25	25		
Orizona	2013										477			69	42	18		
Orizona	2014										478			65	33	21		
Orizona	2015										445			62	22	27		
Orizona	2016										448			72	34	39		
Orizona	2017										434			70	24	64		
Orizona	2018						0	0	0	52	455	0	0	86	34	35	0	0
Ouro Verde de Goiás	2002										171							
Ouro Verde de Goiás	2003										213				101	39		
Ouro Verde de Goiás	2004										167				81	198		
Ouro Verde de Goiás	2005										175				44	118		
Ouro Verde de Goiás	2006										196				38	90		
Ouro Verde de Goiás	2007										220					11		
Ouro Verde de Goiás	2008										198							
Ouro Verde de Goiás	2009										231							
Ouro Verde de Goiás	2010						 	 	 	 	226	 	 	 	 	 	 	 
Ouro Verde de Goiás	2011										210							
Ouro Verde de Goiás	2012										166							
Ouro Verde de Goiás	2013										160							
Ouro Verde de Goiás	2014										136				23			
Ouro Verde de Goiás	2015										161				33			
Ouro Verde de Goiás	2016										161				41			
Ouro Verde de Goiás	2017										164				57	20		
Ouro Verde de Goiás	2018						0	0	0	0	178	0	0	0	29	24	0	0
Ouvidor	2002										188				13	167		
Ouvidor	2003										174				7	225		
Ouvidor	2004										167					217		
Ouvidor	2005										202					176		
Ouvidor	2006										199					141		
Ouvidor	2007										190					66		
Ouvidor	2008										201					34		
Ouvidor	2009										256							
Ouvidor	2010						 	 	 	 	235	 	 	 	 	 	 	 
Ouvidor	2011										199							
Ouvidor	2012										193							
Ouvidor	2013										163							
Ouvidor	2014										189							
Ouvidor	2015										223							
Ouvidor	2016										176							
Ouvidor	2017										144					18		
Ouvidor	2018						0	0	0	0	147	0	0	0	0	34	0	0
Padre Bernardo	2002										784				288			
Padre Bernardo	2003										923				358	182		
Padre Bernardo	2004										1125				330	304		
Padre Bernardo	2005										1119				440	211		
Padre Bernardo	2006										1155				412	188		
Padre Bernardo	2007										1061				376	192		
Padre Bernardo	2008										991				161	140		
Padre Bernardo	2009										1056				211	84		
Padre Bernardo	2010						 	 	 	 	941	 	 	 	192	102	 	 
Padre Bernardo	2011										1016				171	78		
Padre Bernardo	2012										994				161	32		
Padre Bernardo	2013										967				171	8		
Padre Bernardo	2014										932				23			
Padre Bernardo	2015										894				75			
Padre Bernardo	2016										869				73	91		
Padre Bernardo	2017										832				129	212		
Padre Bernardo	2018						0	0	0	0	924	0	0	0	153	225	0	0
Palestina de Goiás	2002										96							
Palestina de Goiás	2003										132					31		
Palestina de Goiás	2004										152					58		
Palestina de Goiás	2005										164					43		
Palestina de Goiás	2006										173					32		
Palestina de Goiás	2007										165					13		
Palestina de Goiás	2008										157					14		
Palestina de Goiás	2009										170					10		
Palestina de Goiás	2010						 	 	 	 	172	 	 	 	 	16	 	 
Palestina de Goiás	2011										140					10		
Palestina de Goiás	2012										130							
Palestina de Goiás	2013										103					28		
Palestina de Goiás	2014										95					21		
Palestina de Goiás	2015										121					8		
Palestina de Goiás	2016										118					7		
Palestina de Goiás	2017										96				29	22		
Palestina de Goiás	2018						0	0	0	0	109	0	0	0	14	15	0	0
Palmeiras de Goiás	2002		340								829			176		240		155
Palmeiras de Goiás	2003		336								713			163		315		122
Palmeiras de Goiás	2004		434								681			144		282		
Palmeiras de Goiás	2005		339								688			134		239		
Palmeiras de Goiás	2006		148								712			158		266		
Palmeiras de Goiás	2007		219								704			126		203		
Palmeiras de Goiás	2008		206								649			150		176		
Palmeiras de Goiás	2009		262								767			106		221		
Palmeiras de Goiás	2010		315				 	 	 	 	755	 	 	123	 	383	 	 
Palmeiras de Goiás	2011		267								806			156		430		2
Palmeiras de Goiás	2012		266								777			168		228		
Palmeiras de Goiás	2013		262								734			154		185		
Palmeiras de Goiás	2014										785			139		172		
Palmeiras de Goiás	2015										931			116		215		
Palmeiras de Goiás	2016										891			103		223		
Palmeiras de Goiás	2017										848			112		248		
Palmeiras de Goiás	2018						0	0	0	0	962	0	0	59	0	408	0	0
Palmelo	2002										113							
Palmelo	2003										105				54			
Palmelo	2004										120					54		
Palmelo	2005										118					78		
Palmelo	2006										103					55		
Palmelo	2007										100					15		
Palmelo	2008										70					9		
Palmelo	2009										91					9		
Palmelo	2010						 	 	 	 	82	 	 	 	14	 	 	 
Palmelo	2011										90				14	12		
Palmelo	2012										63				17	14		
Palmelo	2013										67				7	9		
Palmelo	2014										69				6	6		
Palmelo	2015										72							
Palmelo	2016										60							
Palmelo	2017										50					6		
Palmelo	2018						0	0	0	0	56	0	0	0	0	33	0	0
Palminópolis	2002										126							
Palminópolis	2003										137							
Palminópolis	2004										165							
Palminópolis	2005										219							
Palminópolis	2006										205							
Palminópolis	2007										244							
Palminópolis	2008										212							
Palminópolis	2009										232				14			
Palminópolis	2010						 	 	 	 	226	 	 	 	71	 	 	 
Palminópolis	2011										236				84			
Palminópolis	2012										214				57			
Palminópolis	2013										207				74			
Palminópolis	2014										207				58			
Palminópolis	2015										193				36			
Palminópolis	2016										162				18			
Palminópolis	2017										121							
Palminópolis	2018						0	0	0	0	159	0	0	0	0	0	0	0
Panamá	2002										109				23			
Panamá	2003										116				40	25		
Panamá	2004										156					88		
Panamá	2005										188					83		
Panamá	2006										155					45		
Panamá	2007										145							
Panamá	2008										123							
Panamá	2009										124							
Panamá	2010						 	 	 	 	122	 	 	 	 	 	 	 
Panamá	2011										137							
Panamá	2012										96							
Panamá	2013										91							
Panamá	2014										96							
Panamá	2015										89							
Panamá	2016										78							
Panamá	2017										93							
Panamá	2018						0	0	0	0	82	0	0	0	0	0	0	0
Paranaiguara	2002										358				103	410		
Paranaiguara	2003										361					283		
Paranaiguara	2004										366					236		
Paranaiguara	2005										350					150		
Paranaiguara	2006										436				69	141		
Paranaiguara	2007										413				46	132		
Paranaiguara	2008										355				46	107		
Paranaiguara	2009										315					82		
Paranaiguara	2010						 	 	 	 	308	 	 	 	35	60	 	 
Paranaiguara	2011										272				54	69		
Paranaiguara	2012										261				45	85		
Paranaiguara	2013										268				39	101		
Paranaiguara	2014										284				23	72		
Paranaiguara	2015										315				21	85		
Paranaiguara	2016										260					72		
Paranaiguara	2017										268				24	119		
Paranaiguara	2018						0	0	0	0	254	0	0	0	16	117	0	0
Paraúna	2002										378			44		52		
Paraúna	2003										360			46		182		
Paraúna	2004										394			38		204		
Paraúna	2005										416			50	231			
Paraúna	2006										385			37	290			
Paraúna	2007										345			23	193			
Paraúna	2008										360				136			
Paraúna	2009										407				160			
Paraúna	2010						 	 	 	 	410	 	 	 	120	 	 	 
Paraúna	2011										459			42	52			
Paraúna	2012										411			43	73			
Paraúna	2013										363			31	84			
Paraúna	2014										345			22	97			
Paraúna	2015										381				63			
Paraúna	2016										321				169			
Paraúna	2017										308				154			
Paraúna	2018						0	0	0	0	298	0	0	0	155	0	0	0
Perolândia	2002										164				121			
Perolândia	2003										179				95			
Perolândia	2004										173				101			
Perolândia	2005										145				117			
Perolândia	2006										117				88			
Perolândia	2007										103				49			
Perolândia	2008										126				57			
Perolândia	2009										110				55	15		
Perolândia	2010						 	 	 	 	131	 	 	 	46	17	 	 
Perolândia	2011										138				34	15		
Perolândia	2012										143				29	17		
Perolândia	2013										147				30	18		
Perolândia	2014										146				30	6		
Perolândia	2015										140				25	13		
Perolândia	2016										141				26	19		
Perolândia	2017										101				36	22		
Perolândia	2018						0	0	0	0	102	0	0	0	17	23	0	0
Petrolina de Goiás	2002										401					296		
Petrolina de Goiás	2003										305			142	80	255		
Petrolina de Goiás	2004										292			112	88	264		
Petrolina de Goiás	2005										287			100	62	233		
Petrolina de Goiás	2006										305			93	36	229		
Petrolina de Goiás	2007										279			125	20	173		
Petrolina de Goiás	2008										257			126	11	77		
Petrolina de Goiás	2009										314			155	10	4		
Petrolina de Goiás	2010						 	 	 	 	336	 	 	128	41	 	 	 
Petrolina de Goiás	2011										264			150	10			
Petrolina de Goiás	2012										240			119	11			
Petrolina de Goiás	2013										236			132				
Petrolina de Goiás	2014										222			125	11			
Petrolina de Goiás	2015										186			136				
Petrolina de Goiás	2016										170			148				
Petrolina de Goiás	2017										156			135		25		
Petrolina de Goiás	2018						0	0	0	0	206	0	0	152	0	46	0	0
Pilar de Goiás	2002										88				76			
Pilar de Goiás	2003										85							
Pilar de Goiás	2004										121					28		
Pilar de Goiás	2005										122					44		
Pilar de Goiás	2006										99					55		
Pilar de Goiás	2007										104					53		
Pilar de Goiás	2008										120					13		
Pilar de Goiás	2009										123							
Pilar de Goiás	2010						 	 	 	 	114	 	 	 	 	12	 	 
Pilar de Goiás	2011										103					12		
Pilar de Goiás	2012										89					2		
Pilar de Goiás	2013										78					5		
Pilar de Goiás	2014										77							
Pilar de Goiás	2015										86							
Pilar de Goiás	2016										81					15		
Pilar de Goiás	2017										76					12		
Pilar de Goiás	2018						0	0	0	0	74	0	0	0	0	22	0	0
Piracanjuba	2002				251						708		19	59	272	133		
Piracanjuba	2003				331						736		30	86	284	355		
Piracanjuba	2004				306						661		28	140	201	424		
Piracanjuba	2005				336						643		26	126	240	313		
Piracanjuba	2006				357						662		39	104	285	252		
Piracanjuba	2007				312						653		53	62	378	130		
Piracanjuba	2008				229						715		42	61	288	111		
Piracanjuba	2009				122						703		45	71	281	144		
Piracanjuba	2010				187		 	 	 	 	668	 	46	79	254	89	 	 
Piracanjuba	2011				154						617		52	90	277	60		
Piracanjuba	2012				164						611		57	93	258	9		
Piracanjuba	2013				190						633		44	85	273	26		
Piracanjuba	2014										675		42	85	272	11		
Piracanjuba	2015						33		30		692		30	77	213	9		
Piracanjuba	2016						13		46		698		46	58	84	122		
Piracanjuba	2017						3				533		43	74	19	197		
Piracanjuba	2018						0	0	0	0	633	0	40	84	14	143	0	0
Piranhas	2002										538					665		
Piranhas	2003										458					456		
Piranhas	2004		61				45				465				28	387		
Piranhas	2005		61								474				119	252		
Piranhas	2006		130				61				545				119	266		
Piranhas	2007		105				21				570					155		
Piranhas	2008		99								520					126		
Piranhas	2009		29				65				570					97		
Piranhas	2010						57	 	 	 	503	 	 	 	 	116	 	 
Piranhas	2011										455					126		
Piranhas	2012										385					119		
Piranhas	2013						39				380					125		
Piranhas	2014						43				355					119		
Piranhas	2015						50				396					137		
Piranhas	2016						17				375					140		
Piranhas	2017						16				301					134		
Piranhas	2018						91	0	0	0	289	0	0	0	0	172	0	0
Pirenópolis	2002		250								823							
Pirenópolis	2003		343								802				159			
Pirenópolis	2004		366								810				107	114		
Pirenópolis	2005		317								768				119	186		
Pirenópolis	2006		189								895				127	217		
Pirenópolis	2007		198								958				136	195		
Pirenópolis	2008		209								979				131	265		
Pirenópolis	2009		186								930				82	223		
Pirenópolis	2010		183				 	 	 	 	917	 	 	 	78	224	 	 
Pirenópolis	2011		199								895				63	151		
Pirenópolis	2012		216								858				44	111		
Pirenópolis	2013		186								867				38	112		
Pirenópolis	2014										872				47	84		
Pirenópolis	2015										879				29	107		
Pirenópolis	2016										852				22	95		
Pirenópolis	2017										829				29	173		
Pirenópolis	2018						0	0	0	0	879	0	0	0	29	279	0	0
Pires do Rio	2002		846								1059			224		734		69
Pires do Rio	2003		879		44						1164			277	122	789		
Pires do Rio	2004		886		139						939			491	135	793		140
Pires do Rio	2005		764		183						856			494	48	748		42
Pires do Rio	2006		725		207						902			432	46	592		
Pires do Rio	2007		728		245						941			444	42	426		
Pires do Rio	2008		643		283						977			467	54	342		
Pires do Rio	2009		655		347						1013			501		254		
Pires do Rio	2010		622		364		 	 	 	 	965	 	 	535	40	347	 	 
Pires do Rio	2011		654		409						822			543	43	226		
Pires do Rio	2012		607		454						738			495	17	238		
Pires do Rio	2013		574		459						785			475	40	175		
Pires do Rio	2014										704			474	20	207		
Pires do Rio	2015										654			451	47	170		
Pires do Rio	2016										624			361	28	200		
Pires do Rio	2017										603			306	33	175		
Pires do Rio	2018						0	0	0	0	601	0	0	263	33	236	0	0
Planaltina	2002		283								3270			138	984	350		279
Planaltina	2003		475								3313			207	1935	696		283
Planaltina	2004		474								3594			166	2474	967		560
Planaltina	2005		467								3796			81	2278	1149		41
Planaltina	2006		188								3747			67	1979	1159		
Planaltina	2007		219								3453			75	1666	720		
Planaltina	2008		211								3266			74	2015	629		
Planaltina	2009		61								3519			115	1530	627		
Planaltina	2010						 	 	 	 	3526	 	 	146	1193	666	 	 
