Localidade	Ano	Existentes/Federal	Existentes/Estadual	Existentes/Municipal	Existentes/Particular	Utilizadas/Federal	Utilizadas/Estadual	Utilizadas/Municipal	Utilizadas/Particular
Uruana	2010		89	35	9		52	50	9
Uruana	2011		82	36	9		50	36	9
Uruana	2012		75	41	9		47	56	9
Uruana	2013		48	32	11		46	52	10
Uruana	2014		48	35	10		46	63	10
Uruana	2015		66	32	10		69	60	10
Uruana	2016		70	43	10		68	40	10
Uruana	2017		57	43	10		57	40	10
Valparaíso de Goiás	2002		123	242	311				
Valparaíso de Goiás	2003		123	258	314				
Valparaíso de Goiás	2004		130	311	296				
Valparaíso de Goiás	2005		117	311	275				
Valparaíso de Goiás	2006		137	310	255				
Valparaíso de Goiás	2007		135	323	141				
Valparaíso de Goiás	2008		239	332	316		159	313	260
Valparaíso de Goiás	2009		240	320	339		171	367	268
Valparaíso de Goiás	2010		242	350	376		146	411	311
Valparaíso de Goiás	2011		240	390	350		145	390	290
Valparaíso de Goiás	2012		155	423	321		121	486	284
Valparaíso de Goiás	2013		154	404	373		132	455	342
Valparaíso de Goiás	2014		154	426	340		127	479	311
Varjão	2002		14	11					
Varjão	2003		10	8					
Varjão	2004		11	9					
Varjão	2005		10	9					
Varjão	2006		11	15					
Varjão	2007		9	17					
Varjão	2008		10	14			8	14	
Varjão	2009		10	16			7	16	
Varjão	2010		10	17			7	17	
Varjão	2011		10	14			7	14	
Varjão	2012		7	11			7	17	
Varjão	2013		7	11			7	19	
Varjão	2014		8	15			8	21	
Varjão	2015		9	10			8	16	
Varjão	2016		9	11			8	11	
Varjão	2017		9	10			9	10	
Vianópolis	2002		36	51	7				
Vianópolis	2003		38	49	8				
Vianópolis	2004		38	45	8				
Vianópolis	2005		38	54	12				
Vianópolis	2006		38	47	12				
Vianópolis	2007		38	53	12				
Vianópolis	2008		40	55	12		32	62	12
Vianópolis	2009		40	57	12		32	70	12
Vianópolis	2010		35	63	12		31	74	12
Vianópolis	2011		35	57	12		30	57	12
Vianópolis	2012		31	56	12		30	62	12
Vianópolis	2013		30	56	12		29	47	12
Vianópolis	2014		31	57	17		33	48	17
Vianópolis	2015		31	56	17		33	54	15
Vianópolis	2016		30	61	17		29	53	15
Vianópolis	2017		38	62	17		29	62	15
Vicentinópolis	2002		13	38	5				
Vicentinópolis	2003		16	23	4				
Vicentinópolis	2004		16	23					
Vicentinópolis	2005		16	26					
Vicentinópolis	2006		16	26					
Vicentinópolis	2007		16	26					
Vicentinópolis	2008		30	26			28	24	
Vicentinópolis	2009		30	30	5		16	28	5
Vicentinópolis	2010		30	29	6		24	28	6
Vicentinópolis	2011		30	28	7		25	28	7
Vicentinópolis	2012		30	30			17	29	
Vicentinópolis	2013		30	32			17	36	
Vicentinópolis	2014		30	32			17	35	
Vicentinópolis	2015		30	32			16	31	
Vicentinópolis	2016		30	32			15	31	
Vicentinópolis	2017		30	32			16	32	
Vila Boa	2002		10	15					
Vila Boa	2003		10	16					
Vila Boa	2004		10	16					
Vila Boa	2005		10	23					
Vila Boa	2006		9	21					
Vila Boa	2007		9	24					
Vila Boa	2008		10	26			7	28	
Vila Boa	2009		10	27			7	27	
Vila Boa	2010		10	27			8	25	
Vila Boa	2011		10	29			8	29	
Vila Boa	2012		10	27			8	24	
Vila Boa	2013		10	26			8	24	
Vila Boa	2014		10	29			9	26	
Vila Boa	2015		10	30			9	26	
Vila Boa	2016		10	33			9	28	
Vila Boa	2017		10	24			9	21	
Vila Propício	2002		8	18					
Vila Propício	2003		8	19					
Vila Propício	2004		9	26					
Vila Propício	2005		8	29					
Vila Propício	2006		9	29					
Vila Propício	2007		9	29					
Vila Propício	2008		9	25			9	24	
Vila Propício	2009		9	25			9	24	
Vila Propício	2010		9	26			9	25	
Vila Propício	2011		9	23			9	23	
Vila Propício	2012		12	23			9	23	
Vila Propício	2013		12	24			9	26	
Vila Propício	2014		12	26			10	27	
Vila Propício	2015		12	26			10	26	
Vila Propício	2016		12	26			10	24	
Vila Propício	2017		12	27			10	27	
